Player Name,Base Price,Category,Bowl_Style,Bat_Style,Bat_Hand,Age,Is_Keeper,Wickets,Bowl_Innings,Eco_Median,Bowl_Avg,Runs,Bat_Innings,SR_Median,Bat_Avg,Past_Price_2025,Past_Team_2025,Sold_2025,Retained
Dipesh Parwani,0.3,Indian,Left-arm medium-fast,Left-hand bat,L,25.0,0.0,10.0,10.0,8.68,25.2,1.0,3.0,0.0,0.33,0.0,None,False,False
Akhil Chaudhary,0.3,Indian,Right-arm medium,Right-hand bat,R,23.0,0.0,17.0,15.0,11.67,30.35,33.0,5.0,75.0,6.6,0.0,None,False,False
Apoorv Wankhade,0.3,Indian,Right-arm medium,Right-hand bat,R,33.0,0.0,0.0,0.0,12.0,99.0,258.0,12.0,148.33,21.5,0.0,None,False,False
L Manvanth Kumar,0.3,Indian,Right-arm medium-fast,Left-hand bat,L,21.0,0.0,41.0,35.0,9.25,22.1,324.0,26.0,130.95,12.46,0.0,None,False,False
Vansh Bedi,0.3,Indian,Right-arm medium,Right-hand bat,R,22.0,0.0,0.0,0.0,12.0,99.0,408.0,17.0,166.67,24.0,0.55,CSK,True,False
LR Chethan,0.3,Indian,Right-arm medium,Right-hand bat,R,25.0,0.0,0.0,0.0,12.0,99.0,954.0,34.0,141.88,28.06,0.0,None,True,False
Raghav Goyal,0.3,Indian,Left-arm Chinaman,Left-hand bat,L,24.0,0.0,9.0,14.0,6.62,40.22,60.0,6.0,143.75,10.0,0.0,None,True,False
Abhilash Shetty,0.3,Indian,Left-arm medium,Left-hand bat,L,0.0,0.0,39.0,26.0,9.0,19.49,9.0,5.0,50.0,1.8,0.0,None,False,False
Money Grewal,0.3,Indian,Right-arm medium,Right-hand bat,R,25.0,0.0,31.0,21.0,8.5,19.35,15.0,5.0,100.0,3.0,0.0,None,False,False
Shivalik Sharma,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,26.0,0.0,0.0,0.0,12.0,99.0,433.0,21.0,141.18,20.62,0.0,None,True,False
Mohammed Azharuddeen,0.3,Indian,,Right-hand bat,R,31.0,0.0,0.0,0.0,12.0,99.0,896.0,29.0,137.93,30.9,0.0,None,False,False
Ayush Pandey,0.3,Indian,Right-arm offbreak,Left-hand bat,L,22.0,0.0,0.0,0.0,12.0,99.0,665.0,15.0,143.75,44.33,0.0,None,False,False
Uday Saharan,0.3,Indian,Right-arm offbreak,Right-hand bat,R,21.0,0.0,0.0,1.0,2.0,2.0,119.0,8.0,101.43,14.88,0.0,None,False,False
Praveen Dubey,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,32.0,0.0,26.0,30.0,8.38,27.19,465.0,28.0,126.04,16.61,0.3,PBKS,True,False
Shubham Kapse,0.3,Indian,Right-arm medium,Right-hand bat,R,31.0,0.0,10.0,6.0,9.79,20.5,0.0,0.0,100.0,0.0,0.0,None,False,False
Himanshu Chauhan,0.3,Indian,Right-arm medium,Right-hand bat,R,22.0,0.0,8.0,12.0,11.25,50.75,0.0,0.0,100.0,0.0,0.0,None,False,False
Yuvraj Chudasama,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,30.0,0.0,13.0,15.0,7.0,27.69,13.0,5.0,66.67,2.6,0.0,None,False,False
Sanvir Singh,0.3,Indian,Right-arm medium,Right-hand bat,R,28.0,0.0,29.0,29.0,8.75,27.03,1161.0,40.0,157.14,29.02,0.0,None,False,False
Akash Parkar,0.3,Indian,Right-arm medium,Right-hand bat,R,31.0,0.0,18.0,15.0,8.67,22.0,329.0,16.0,129.09,20.56,0.0,None,False,False
Simarjeet Singh,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,27.0,0.0,46.0,30.0,8.75,20.13,56.0,11.0,75.0,5.09,1.5,SRH,True,False
Mayank Dagar,0.3,Indian,Slow left-arm orthodox,Right-hand bat,R,29.0,0.0,6.0,10.0,8.18,42.67,0.0,2.0,0.0,0.0,0.0,None,True,False
Saurav Chauhan,0.3,Indian,Right-arm offbreak,Right-hand bat,R,28.0,0.0,0.0,0.0,12.0,99.0,641.0,26.0,139.23,24.65,0.0,None,False,False
Roshan Waghsare,0.3,Indian,Left-arm Chinaman,Right-hand bat,R,25.0,0.0,18.0,21.0,7.92,31.5,17.0,4.0,50.0,4.25,0.0,None,False,False
Upendra Yadav,0.3,Indian,Right-arm offbreak,Right-hand bat,R,29.0,0.0,0.0,0.0,12.0,99.0,371.0,14.0,136.83,26.5,0.0,None,True,False
Kumar Kartikeya Singh,0.3,Indian,Slow left-arm orthodox,Right-hand bat,R,27.0,0.0,41.0,36.0,8.0,22.83,66.0,14.0,94.12,4.71,0.0,None,False,False
Ravi Yadav,0.3,Indian,Left-arm medium,Right-hand bat,R,33.0,0.0,0.0,1.0,8.0,32.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Kamlesh Nagarkoti,0.3,Indian,Right-arm Fast,Right-hand bat,R,25.0,0.0,5.0,3.0,6.75,17.2,0.0,2.0,0.0,0.0,0.3,CSK,True,False
Aaqib Khan,0.3,Indian,Right-arm medium,Right-hand bat,R,21.0,0.0,17.0,21.0,9.5,35.59,33.0,11.0,50.0,3.0,0.0,None,True,False
Anmolpreet Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,14.0,10.0,8.25,15.71,1489.0,39.0,136.36,38.18,0.0,None,True,False
PP Jaiswal,0.3,Indian,Right-arm medium,Right-hand bat,R,30.0,0.0,20.0,18.0,8.5,23.9,37.0,6.0,212.5,6.17,0.0,None,False,False
Mohamed Ali,0.3,Indian,Right-arm offbreak,Right-hand bat,R,21.0,0.0,12.0,16.0,9.59,27.0,308.0,17.0,133.33,18.12,0.0,None,False,False
Saumy Pandey,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,21.0,0.0,11.0,12.0,8.66,31.27,5.0,4.0,50.0,1.25,0.0,None,False,False
Ayaz Khan 1,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,23.0,0.0,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Virat Singh,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,28.0,0.0,0.0,0.0,12.0,99.0,41.0,1.0,136.67,41.0,0.0,None,True,False
Karan Sharma,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,10.0,19.0,7.0,31.4,1417.0,44.0,115.81,32.2,0.0,None,False,False
Vasu Vats,0.3,Indian,Right-arm medium,Right-hand bat,R,25.0,0.0,23.0,19.0,9.0,25.17,11.0,7.0,25.0,1.57,0.0,None,False,False
